path,kind,detected_encoding,has_bom,is_binary,status,notes
backend/features.py,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
backend/image_codec.py,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
backend/library_store.py,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
backend/main.py,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
backend/metrics.py,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
backend/persistence.py,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
backend/plugins/__init__.py,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
backend/plugins/base.py,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
backend/plugins/experiments.py,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
backend/plugins/helpers.py,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
backend/project_transfer.py,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
backend/registry.py,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
backend/runner.py,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
backend/scribble.py,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
backend/session_store.py,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
CHANGELOG.md,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
check_docker_ports.ps1,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
diagnose_ports.ps1,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
docker-compose.yml,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
Dockerfile.backend,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
Dockerfile.frontend,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
docs/ARCHITECTURE.md,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
docs/LOCO_DETECTOR_PARAMETROS.md,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
frontend/.env,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
frontend/index.html,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
frontend/nginx.conf,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
frontend/package-lock.json,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
frontend/package.json,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
frontend/public/fonts/HankenGrotesk-Variable.ttf,binary,binary-or-unknown,false,true,skip_binary,Excluded from text normalization.
frontend/public/fonts/JetBrainsMono-Variable.ttf,binary,binary-or-unknown,false,true,skip_binary,Excluded from text normalization.
frontend/public/icons/MaterialSymbolsOutlined.woff2,binary,binary-or-unknown,false,true,skip_binary,Excluded from text normalization.
frontend/public/licenses/HankenGrotesk-OFL.txt,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
frontend/public/licenses/JetBrainsMono-OFL.txt,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
frontend/public/licenses/MaterialSymbols-Apache-2.0.txt,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
frontend/public/tutorial/bad-example.jpg,binary,binary-or-unknown,false,true,skip_binary,Excluded from text normalization.
frontend/public/tutorial/overview-reference.png,binary,binary-or-unknown,false,true,skip_binary,Excluded from text normalization.
frontend/src/api.js,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
frontend/src/App.jsx,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
frontend/src/components/CalibrationPanel.jsx,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
frontend/src/components/Histogram.jsx,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
frontend/src/components/Navigation.jsx,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
frontend/src/components/OriginToast.jsx,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
frontend/src/components/TutorialHub.jsx,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
frontend/src/main.jsx,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
frontend/src/styles.css,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
frontend/src/tutorials.js,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
frontend/vite.config.js,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
package.json,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
plan_tutorial.md,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
plans/auto-origin-detection-fixes.md,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
plans/auto-origin-detection.md,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
plans/bugfix-startup-and-path-issues.md,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
plans/canvas-based-origin-preview.md,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
plans/codegraph-deepseek-integration.md,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
plans/dockerizacion-bitacora.md,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
plans/gui-navigation-redesign.md,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
plans/model-prediction-and-curtain-improvements.md,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
plans/multi-origin-scribble-drafts.md,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
plans/origin-selection-in-dataset-grid.md,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
plans/rediseño-interfaz-bitacora.md,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
plans/robust-server-startup-shutdown.md,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
plans/scribble-grid-debugging-plan.md,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
plans/scribble-grid-preview-redesign.md,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
plans/scribble-grid-root-cause-analysis.md,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
plans/scribble-origin-tagging.md,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
README.md,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
requirements.txt,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
run_docker.bat,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
run_local.bat,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
run_silent.bat,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
run_silent.vbs,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
SECURITY.md,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
seguimiento_guardado_circulo.md,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
stop_servers.ps1,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
tests/test_api.py,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
tests/test_calibration.py,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
tests/test_core.py,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
tests/test_diameter_research.py,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
tests/test_distribution.py,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
tests/test_loco_to_diameter.py,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
tests/test_navigation.py,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
tests/test_project_transfer.py,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
